,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,A,B
37954,Break and Enter Commercial,2018,4,1,0,41,9XX RICHARDS ST,Central Business District,491211.1786,5458377.235
37955,Break and Enter Commercial,2018,4,1,4,31,9XX RICHARDS ST,Central Business District,491211.1786,5458377.235
37963,Break and Enter Commercial,2018,1,29,8,40,9XX RICHARDS ST,Central Business District,491227.0639,5458406.375
37964,Break and Enter Commercial,2018,5,28,4,34,9XX RICHARDS ST,Central Business District,491227.0639,5458406.375
38082,Break and Enter Commercial,2018,3,17,19,40,9XX STATION ST,Strathcona,492790.7499,5458142.566
38083,Break and Enter Commercial,2018,8,1,4,50,9XX STATION ST,Strathcona,492790.7499,5458142.566
38089,Break and Enter Commercial,2018,8,13,4,19,9XX SW MARINE DR,Marpole,490586.5398,5450253.105
38090,Break and Enter Commercial,2018,9,14,8,30,9XX SW MARINE DR,Marpole,490586.5398,5450253.105
38120,Break and Enter Commercial,2018,1,7,8,0,9XX VICTORIA DR,Grandview-Woodland,495221.9863,5458187.071
38143,Break and Enter Commercial,2018,11,14,8,53,9XX W 13TH AVE,Fairview,490918.0039,5456327.667
38144,Break and Enter Commercial,2018,11,16,9,59,9XX W 13TH AVE,Fairview,490918.0039,5456327.667
38256,Break and Enter Commercial,2018,8,20,22,0,9XX W 7TH AVE,Fairview,490883.0665,5456933.6
38260,Break and Enter Commercial,2018,8,17,19,32,9XX W 7TH AVE,Fairview,490900.4239,5456942.304
38273,Break and Enter Commercial,2018,6,15,0,1,9XX W 7TH AVE,Fairview,490938.0972,5456941.343
38274,Break and Enter Commercial,2018,6,16,4,11,9XX W 7TH AVE,Fairview,490938.0972,5456941.343
38280,Break and Enter Commercial,2018,4,20,8,30,9XX W 7TH AVE,Fairview,490951.5634,5456931.852
38322,Break and Enter Commercial,2018,1,17,10,45,9XX W BROADWAY AVE,Fairview,490837.4553,5456749.121
38324,Break and Enter Commercial,2018,11,22,0,15,9XX W BROADWAY AVE,Fairview,490847.6842,5456748.86
38329,Break and Enter Commercial,2018,2,8,6,46,9XX W BROADWAY AVE,Fairview,490874.7283,5456739.024
38330,Break and Enter Commercial,2018,6,29,1,0,9XX W BROADWAY AVE,Fairview,490874.7283,5456739.024
38331,Break and Enter Commercial,2018,9,7,3,0,9XX W BROADWAY AVE,Fairview,490874.7283,5456739.024
38337,Break and Enter Commercial,2018,9,7,3,30,9XX W BROADWAY AVE,Fairview,490874.801,5456739.022
38350,Break and Enter Commercial,2018,4,16,8,34,9XX W BROADWAY AVE,Fairview,490932.692,5456737.547
38382,Break and Enter Commercial,2018,1,10,4,26,9XX W GEORGIA ST,Central Business District,491250.3621,5459029.499
38383,Break and Enter Commercial,2018,4,12,1,18,9XX W GEORGIA ST,Central Business District,491250.3621,5459029.499
38422,Break and Enter Commercial,2018,8,14,0,0,9XX W GEORGIA ST,Central Business District,491260.6883,5459006.292
38471,Break and Enter Commercial,2018,8,14,20,30,9XX W KING EDWARD AVE,South Cambie,490816.151,5455153.222
38488,Break and Enter Commercial,2018,12,16,4,37,9XX W PENDER ST,Central Business District,491499.4034,5459255.117
38624,Break and Enter Commercial,2018,1,1,22,6,EAST BLVD / W 46TH AVE,Kerrisdale,488702.4287,5453022.237
38649,Break and Enter Commercial,2018,10,22,0,4,HARO ST / JERVIS ST,West End,490571.0055,5459291.899
38650,Break and Enter Commercial,2018,5,28,16,0,HEATHER ST / W 10TH AVE,Fairview,491274.7031,5456625.837
38672,Break and Enter Commercial,2018,10,28,8,11,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.798
38687,Break and Enter Commercial,2018,9,29,12,0,QUEBEC ST / UNION ST,Central Business District,492572.4805,5458325.909
38705,Break and Enter Commercial,2018,11,14,9,4,X ALEXANDER ST,Central Business District,492433.9356,5458966.466
38727,Break and Enter Commercial,2018,11,20,21,30,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
38747,Break and Enter Commercial,2018,1,17,20,30,X E BROADWAY AVE,Mount Pleasant,492383.9812,5456703.818
38761,Break and Enter Commercial,2018,2,11,3,0,X E CORDOVA ST,Central Business District,492422.0463,5458861.856
38813,Break and Enter Commercial,2018,2,5,2,19,X POWELL ST,Central Business District,492442.0385,5458952.526
38853,Break and Enter Commercial,2018,1,11,4,0,X W 7TH AVE,Mount Pleasant,492361.4337,5456889.225
38854,Break and Enter Commercial,2018,3,21,20,51,X W 7TH AVE,Mount Pleasant,492361.4337,5456889.225
38887,Break and Enter Commercial,2018,1,7,19,9,X W HASTINGS ST,Central Business District,492412.6782,5458756.645
39013,Break and Enter Residential/Other,2018,5,18,7,16,10XX BOUNDARY RD,Hastings-Sunrise,498275.62,5458124.941
39014,Break and Enter Residential/Other,2018,7,24,17,0,10XX BOUNDARY RD,Hastings-Sunrise,498275.62,5458124.941
39015,Break and Enter Residential/Other,2018,8,25,15,0,10XX BOUNDARY RD,Hastings-Sunrise,498275.62,5458124.941
39021,Break and Enter Residential/Other,2018,8,24,0,15,10XX BROUGHTON ST,West End,490233.2324,5459143.98
39033,Break and Enter Residential/Other,2018,12,2,7,20,10XX BROUGHTON ST,West End,490263.0875,5459187.202
39038,Break and Enter Residential/Other,2018,11,13,2,31,10XX BURNABY ST,West End,490393.6545,5458534.499
39047,Break and Enter Residential/Other,2018,2,2,2,0,10XX BURNABY ST,West End,490439.9122,5458487.374
39104,Break and Enter Residential/Other,2018,8,22,5,8,10XX BURNABY ST,West End,490519.906,5458418.933
39107,Break and Enter Residential/Other,2018,2,17,17,0,10XX BURRARD ST,West End,490729.6302,5458622.139
39108,Break and Enter Residential/Other,2018,9,21,13,37,10XX BURRARD ST,West End,490729.6302,5458622.139
39144,Break and Enter Residential/Other,2018,8,15,1,52,10XX BURRARD ST,Central Business District,490729.9102,5458609.396
39245,Break and Enter Residential/Other,2018,12,16,5,50,10XX COMMERCIAL DR,Grandview-Woodland,494946.4951,5458072.644
39271,Break and Enter Residential/Other,2018,4,6,15,0,10XX CONNAUGHT DR,Shaughnessy,490647.4631,5454548.532
39272,Break and Enter Residential/Other,2018,9,29,15,17,10XX CONNAUGHT DR,Shaughnessy,490647.4631,5454548.532
39325,Break and Enter Residential/Other,2018,4,3,2,0,10XX E 10TH AVE,Mount Pleasant,494051.1447,5456518.775
39330,Break and Enter Residential/Other,2018,11,10,22,0,10XX E 11TH AVE,Mount Pleasant,493964.3101,5456421.149
39335,Break and Enter Residential/Other,2018,8,5,0,33,10XX E 11TH AVE,Mount Pleasant,494009.7597,5456420.701
39368,Break and Enter Residential/Other,2018,10,11,9,43,10XX E 13TH AVE,Mount Pleasant,494024.5963,5456221.029
39390,Break and Enter Residential/Other,2018,9,6,7,29,10XX E 17TH AVE,Kensington-Cedar Cottage,493931.4815,5455845.972
39400,Break and Enter Residential/Other,2018,8,9,7,52,10XX E 20TH AVE,Kensington-Cedar Cottage,493910.2245,5455556.709
39436,Break and Enter Residential/Other,2018,7,18,6,30,10XX E 28TH AVE,Kensington-Cedar Cottage,493914.8825,5454741.796
39508,Break and Enter Residential/Other,2018,9,18,1,0,10XX E 51ST AVE,Sunset,493901.9487,5452306.937
39525,Break and Enter Residential/Other,2018,8,5,17,30,10XX E 53RD AVE,Sunset,493896.6409,5452130.572
39540,Break and Enter Residential/Other,2018,12,7,16,30,10XX E 55TH AVE,Sunset,493932.6661,5451903.002
39546,Break and Enter Residential/Other,2018,9,27,1,0,10XX E 56TH AVE,Sunset,493852.2881,5451803.744
39698,Break and Enter Residential/Other,2018,1,11,5,43,10XX GRANVILLE ST,Central Business District,490985.1428,5458433.13
39699,Break and Enter Residential/Other,2018,5,10,5,30,10XX GRANVILLE ST,Central Business District,490985.1428,5458433.13
39700,Break and Enter Residential/Other,2018,11,15,21,30,10XX GRANVILLE ST,Central Business District,490985.1428,5458433.13
39731,Break and Enter Residential/Other,2018,12,23,1,22,10XX GRANVILLE ST,Central Business District,491006.3571,5458467.897
39826,Break and Enter Residential/Other,2018,7,24,18,50,10XX HARWOOD ST,West End,490371.0019,5458415.284
39857,Break and Enter Residential/Other,2018,12,31,17,28,10XX HOMER ST,Central Business District,491205.1947,5458240.585
39892,Break and Enter Residential/Other,2018,3,15,1,44,10XX HOWE ST,Central Business District,490911.7414,5458505.492
39951,Break and Enter Residential/Other,2018,8,17,18,26,10XX JERVIS ST,West End,490308.1003,5459032.442
39985,Break and Enter Residential/Other,2018,4,2,12,0,10XX LAGOON DR,Stanley Park,489311.1176,5460044.465
40048,Break and Enter Residential/Other,2018,4,28,13,12,10XX MARINASIDE CRES,Central Business District,491399.9852,5457863.314
40086,Break and Enter Residential/Other,2018,12,26,10,22,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.086
40092,Break and Enter Residential/Other,2018,6,18,0,0,10XX MATTHEWS AVE,Shaughnessy,490554.0733,5455688.17
40113,Break and Enter Residential/Other,2018,3,4,9,45,10XX NANTON AVE,Shaughnessy,490678.0353,5454850.552
40223,Break and Enter Residential/Other,2018,10,25,15,33,10XX PACIFIC ST,West End,490258.8902,5458368.303
40232,Break and Enter Residential/Other,2018,7,31,11,15,10XX PACIFIC ST,West End,490285.016,5458342.426
40274,Break and Enter Residential/Other,2018,9,28,0,0,10XX PARK DR,Marpole,490518.9815,5451314.843
40293,Break and Enter Residential/Other,2018,6,29,17,40,10XX QUEBEC ST,Central Business District,492586.9351,5458039.394
40386,Break and Enter Residential/Other,2018,12,8,22,5,10XX SEYMOUR ST,Central Business District,491035.1506,5458335.945
40392,Break and Enter Residential/Other,2018,4,19,20,47,10XX SEYMOUR ST,Central Business District,491083.0578,5458397.694
40408,Break and Enter Residential/Other,2018,5,31,23,55,10XX SLOCAN ST,Hastings-Sunrise,496404.3162,5458094.615
40505,Break and Enter Residential/Other,2018,2,18,16,30,10XX W 12TH AVE,Fairview,490746.9564,5456423.607
40556,Break and Enter Residential/Other,2018,6,6,23,32,10XX W 15TH AVE,Fairview,490631.7715,5456122.777
40568,Break and Enter Residential/Other,2018,10,11,11,42,10XX W 15TH AVE,Fairview,490697.5912,5456121.089
40570,Break and Enter Residential/Other,2018,2,13,8,0,10XX W 15TH AVE,Fairview,490700.583,5456121.013
40645,Break and Enter Residential/Other,2018,3,16,22,6,10XX W 45TH AVE,Oakridge,490501.8854,5453060.631
40646,Break and Enter Residential/Other,2018,12,17,6,0,10XX W 45TH AVE,Oakridge,490548.0775,5453058.049
40654,Break and Enter Residential/Other,2018,4,7,11,15,10XX W 46TH AVE,Oakridge,490493.9525,5452960.849
40675,Break and Enter Residential/Other,2018,6,9,12,21,10XX W 48TH AVE,Oakridge,490630.0093,5452748.542
40701,Break and Enter Residential/Other,2018,10,16,3,30,10XX W 54TH AVE,Oakridge,490625.2137,5452086.945
40706,Break and Enter Residential/Other,2018,4,28,18,20,10XX W 55TH AVE,Oakridge,490639.1281,5451981.537
40716,Break and Enter Residential/Other,2018,11,17,21,21,10XX W 58TH AVE,Marpole,490533.4682,5451716.818
40733,Break and Enter Residential/Other,2018,2,4,23,30,10XX W 64TH AVE,Marpole,490517.6044,5451145.374
40734,Break and Enter Residential/Other,2018,2,25,17,0,10XX W 64TH AVE,Marpole,490517.6044,5451145.374
40735,Break and Enter Residential/Other,2018,3,3,20,0,10XX W 64TH AVE,Marpole,490517.6044,5451145.374
40741,Break and Enter Residential/Other,2018,11,8,6,30,10XX W 70TH AVE,Marpole,490463.3599,5450635.872
40795,Break and Enter Residential/Other,2018,8,3,20,0,10XX W 8TH AVE,Fairview,490679.0433,5456855.344
40822,Break and Enter Residential/Other,2018,8,14,18,55,10XX W 8TH AVE,Fairview,490718.652,5456845.298
40840,Break and Enter Residential/Other,2018,9,18,16,19,10XX W BROADWAY AVE,Fairview,490732.4544,5456742.656
40851,Break and Enter Residential/Other,2018,4,5,6,56,10XX W KING EDWARD AVE,Shaughnessy,490657.4906,5455187.081
40852,Break and Enter Residential/Other,2018,6,2,11,0,10XX W KING EDWARD AVE,Shaughnessy,490657.4906,5455187.081
40853,Break and Enter Residential/Other,2018,6,22,17,0,10XX W KING EDWARD AVE,Shaughnessy,490657.4906,5455187.081
40864,Break and Enter Residential/Other,2018,3,17,7,2,10XX WINDERMERE ST,Hastings-Sunrise,497351.5698,5458018.399
40905,Break and Enter Residential/Other,2018,3,1,0,0,11XX ALBERNI ST,West End,490986.55,5459207.894
40948,Break and Enter Residential/Other,2018,7,30,22,30,11XX BARCLAY ST,West End,490727.7276,5458995.682
41061,Break and Enter Residential/Other,2018,3,23,15,30,11XX BURNABY ST,West End,490296.5923,5458630.131
41119,Break and Enter Residential/Other,2018,6,30,15,0,11XX BURNABY ST,West End,490352.1478,5458575.737
41140,Break and Enter Residential/Other,2018,12,19,6,50,11XX BUTE ST,West End,490365.1763,5458859.892
41193,Break and Enter Residential/Other,2018,5,16,5,54,11XX CONNAUGHT DR,Shaughnessy,490401.0544,5454585.825
41204,Break and Enter Residential/Other,2018,3,3,17,0,11XX CONNAUGHT DR,Shaughnessy,490476.5191,5454558.363
41208,Break and Enter Residential/Other,2018,11,4,3,0,11XX CYPRESS ST,Kitsilano,489262.6288,5458146.978
41253,Break and Enter Residential/Other,2018,3,12,18,30,11XX E 11TH AVE,Mount Pleasant,494113.8089,5456419.391
41338,Break and Enter Residential/Other,2018,9,20,22,0,11XX E 19TH AVE,Kensington-Cedar Cottage,494061.0461,5455654.085
41341,Break and Enter Residential/Other,2018,1,27,12,3,11XX E 19TH AVE,Kensington-Cedar Cottage,494125.084,5455652.429
41391,Break and Enter Residential/Other,2018,8,2,14,0,11XX E 43RD AVE,Sunset,493991.4014,5453131.159
41456,Break and Enter Residential/Other,2018,3,7,5,53,11XX E 7TH AVE,Mount Pleasant,494114.0493,5456832.198
41471,Break and Enter Residential/Other,2018,3,14,7,30,11XX E BROADWAY AVE,Mount Pleasant,494156.7966,5456635.657
41498,Break and Enter Residential/Other,2018,9,23,18,59,11XX E GEORGIA ST,Strathcona,494163.5632,5458383.99
41511,Break and Enter Residential/Other,2018,3,28,12,0,11XX E HASTINGS ST,Strathcona,494194.8243,5458692.599
41574,Break and Enter Residential/Other,2018,8,16,14,0,11XX FRANKLIN ST,Strathcona,494139.1409,5458847
41575,Break and Enter Residential/Other,2018,12,12,3,39,11XX FRANKLIN ST,Strathcona,494139.1409,5458847
41577,Break and Enter Residential/Other,2018,3,11,22,0,11XX GARDEN DR,Grandview-Woodland,495790.9176,5457941.585
41623,Break and Enter Residential/Other,2018,1,2,3,0,11XX GRANVILLE ST,Central Business District,490863.6588,5458323.199
41624,Break and Enter Residential/Other,2018,8,9,20,0,11XX GRANVILLE ST,Central Business District,490863.6588,5458323.199
41637,Break and Enter Residential/Other,2018,12,20,2,34,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.721
41825,Break and Enter Residential/Other,2018,6,10,9,26,11XX HARWOOD ST,West End,490277.1441,5458509.956
41879,Break and Enter Residential/Other,2018,10,19,7,0,11XX HORNBY ST,Central Business District,490765.3084,5458508.256
41883,Break and Enter Residential/Other,2018,3,10,1,31,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41884,Break and Enter Residential/Other,2018,7,14,18,7,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41885,Break and Enter Residential/Other,2018,9,15,17,6,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41886,Break and Enter Residential/Other,2018,9,18,0,0,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41887,Break and Enter Residential/Other,2018,10,1,6,48,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41888,Break and Enter Residential/Other,2018,11,13,17,15,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
41889,Break and Enter Residential/Other,2018,12,27,9,19,11XX HORNBY ST,Central Business District,490766.7331,5458509.733
42006,Break and Enter Residential/Other,2018,9,9,17,30,11XX KEEFER ST,Strathcona,494118.2757,5458493.047
42010,Break and Enter Residential/Other,2018,3,12,19,32,11XX KEEFER ST,Strathcona,494127.1057,5458493.03
42038,Break and Enter Residential/Other,2018,6,21,1,10,11XX LAURIER AVE,Shaughnessy,490430.915,5455331.403
42039,Break and Enter Residential/Other,2018,1,30,18,45,11XX LAURIER AVE,Shaughnessy,490431.1703,5455340.543
42090,Break and Enter Residential/Other,2018,9,9,22,30,11XX MAPLE ST,Kitsilano,489087.4973,5458126.475
42121,Break and Enter Residential/Other,2018,5,15,18,0,11XX NANAIMO ST,Hastings-Sunrise,495889.1863,5457984.573
42143,Break and Enter Residential/Other,2018,1,29,15,30,11XX NELSON ST,West End,490604.5715,5458943.652
42144,Break and Enter Residential/Other,2018,2,15,15,43,11XX NELSON ST,West End,490604.5715,5458943.652
42167,Break and Enter Residential/Other,2018,8,1,15,0,11XX NELSON ST,West End,490664.9189,5458896.354
42173,Break and Enter Residential/Other,2018,5,16,9,0,11XX NICOLA ST,West End,490033.7535,5459111.831
42285,Break and Enter Residential/Other,2018,3,14,8,43,11XX QUEBEC ST,Central Business District,492602.8585,5457935.172
42329,Break and Enter Residential/Other,2018,7,20,17,31,11XX ROSSLAND ST,Hastings-Sunrise,496691.4013,5458003.12
42350,Break and Enter Residential/Other,2018,1,14,16,30,11XX SEYMOUR ST,Central Business District,490894.3286,5458208.134
42396,Break and Enter Residential/Other,2018,10,30,10,56,11XX UNION ST,Strathcona,494158.9628,5458292.642
42523,Break and Enter Residential/Other,2018,9,18,1,0,11XX W 13TH AVE,Fairview,490493.6143,5456338.43
42559,Break and Enter Residential/Other,2018,12,31,8,0,11XX W 15TH AVE,Fairview,490582.1338,5456124.013
42576,Break and Enter Residential/Other,2018,4,20,18,2,11XX W 26TH AVE,Shaughnessy,490513.9037,5455050.9
42599,Break and Enter Residential/Other,2018,7,10,17,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.199
42600,Break and Enter Residential/Other,2018,8,13,19,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.199
42614,Break and Enter Residential/Other,2018,6,13,8,0,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.071
42615,Break and Enter Residential/Other,2018,8,21,10,47,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.071
42626,Break and Enter Residential/Other,2018,8,4,10,45,11XX W 38TH AVE,Shaughnessy,490462.6829,5453795.969
42627,Break and Enter Residential/Other,2018,7,20,14,24,11XX W 39TH AVE,Shaughnessy,490414.7803,5453696.186
42628,Break and Enter Residential/Other,2018,1,5,17,45,11XX W 39TH AVE,Shaughnessy,490432.4795,5453686.134
